Height,Weight
70.54,210.20
73.91,202.43
67.40,144.28
72.74,187.22
72.18,217.52
69.00,182.90
66.67,175.19
70.88,181.99
70.78,203.24
70.07,188.26
67.09,164.55
66.07,153.06
70.87,219.80
71.00,185.90
68.73,191.61
69.76,196.73
67.38,183.54
67.20,176.95
67.07,177.34
71.29,187.96
62.47,146.05
69.54,182.82
70.09,173.81
71.15,194.38
66.88,173.55
64.98,151.45
70.03,198.10
66.15,202.13
73.26,205.58
69.20,185.26
71.70,197.38
67.71,168.92
70.42,201.67
73.53,202.31
75.82,230.44
71.37,214.28
68.15,192.15
67.12,180.83
70.05,186.59
65.42,171.94
71.59,203.23
71.69,203.56
65.41,160.97
69.76,187.12
74.23,219.71
65.86,174.76
72.92,209.75
70.37,206.58
66.27,178.61
66.09,166.51
61.31,149.88
73.98,214.20
71.97,213.70
74.13,204.37
71.60,208.02
69.13,206.84
65.77,161.09
71.89,200.30
66.73,167.79
67.28,184.12
71.82,205.76
64.78,173.90
70.07,176.61
63.23,159.17
68.24,173.26
68.98,195.12
71.67,213.11
69.26,184.65
70.91,205.38
66.29,191.28
71.04,207.26
66.23,169.25
66.59,175.06
64.87,164.09
68.57,199.49
68.94,178.21
72.25,193.49
72.12,210.91
68.37,184.63
70.25,208.06
72.56,215.28
70.61,197.85
69.93,197.00
69.69,190.15
67.54,169.89
66.45,163.29
66.15,168.26
71.80,190.35
76.45,213.73
63.63,158.69
69.28,177.80
72.85,210.50
67.07,175.09
69.14,186.86
67.38,164.20
68.99,186.04
71.45,196.14
67.17,174.36
67.07,176.91
74.15,224.94
68.92,213.14
69.97,195.24
64.74,171.39
63.53,154.12
66.34,179.77
68.99,199.78
64.99,153.66
69.71,185.13
65.38,171.14
65.22,161.72
66.44,186.00
72.55,224.75
63.61,155.43
68.37,185.54
68.96,191.35
68.94,171.91
65.23,176.93
71.62,194.42
72.47,228.75
69.57,175.45
68.40,202.87
67.90,176.63
71.86,213.08
69.51,177.20
69.65,211.91
70.89,195.77
68.89,191.88
68.93,167.42
73.08,210.21
70.18,213.68
67.80,171.24
69.92,211.74
67.89,188.62
67.29,187.00
68.53,192.53
68.27,193.47
66.47,178.30
71.57,177.92
69.56,168.67
68.05,182.21
69.98,197.92
66.82,189.24
72.44,210.71
69.18,196.61
69.33,182.12
69.94,172.90
70.21,194.21
74.60,227.70
66.93,164.23
70.35,190.82
65.24,167.45
66.47,185.69
69.70,181.22
72.22,212.12
69.74,181.15
72.15,191.87
72.76,206.71
72.79,198.34
66.52,165.44
67.45,174.38
74.57,234.81
70.12,186.76
70.49,196.54
73.38,224.36
67.81,170.46
66.37,167.96
67.62,190.74
62.56,132.26
69.04,190.21
67.75,172.64
68.28,177.63
72.35,213.13
77.01,251.43
67.50,188.96
67.08,182.24
71.82,217.39
67.89,173.60
65.22,166.09
69.39,210.49
70.21,198.64
65.93,159.28
66.19,176.02
66.34,165.70
69.76,181.16
68.75,183.17
67.02,164.89
68.74,183.40
66.97,166.43
63.93,158.93
70.06,197.18
72.54,205.56
71.43,199.44
66.25,179.25
68.12,182.80
69.43,200.34
67.93,174.33
72.20,218.06
71.47,202.84
73.78,224.63
70.40,175.67
72.42,217.72
69.24,178.34
69.64,205.30
65.54,158.70
69.48,206.82
67.88,203.45
67.93,183.48
67.51,166.39
70.71,182.05
68.92,170.66
71.40,202.54
67.02,187.77
65.45,157.10
70.48,192.79
68.23,181.61
71.17,209.22
64.43,168.80
65.74,173.88
68.19,166.52
70.28,183.79
73.37,224.72
73.70,218.42
71.86,213.73
73.85,208.36
74.58,213.20
70.05,194.97
71.62,193.37
68.92,186.49
67.16,176.22
70.51,214.27
67.10,153.21
68.06,168.52
69.56,174.86
67.31,173.11
69.67,189.53
67.37,187.19
67.60,179.07
68.49,181.50
68.91,192.43
71.42,196.50
70.05,180.42
71.71,211.58
65.01,162.13
69.16,193.18
66.58,184.76
64.59,163.65
67.88,186.50
69.85,201.87
66.93,182.80
68.98,183.25
69.15,202.24
66.31,168.37
70.53,212.44
70.58,198.18
63.93,154.26
70.56,184.38
72.69,224.81
72.44,200.86
63.18,144.77
66.95,172.94
78.62,245.73
68.55,194.28
65.08,149.33
72.04,206.98
67.96,190.36
71.35,207.89
70.45,200.94
73.69,220.71
63.77,159.29
66.75,181.92
70.35,185.86
71.94,198.67
72.41,210.36
67.79,180.08
70.58,192.50
71.46,201.90
67.90,177.35
74.99,227.01
67.86,202.44
67.46,167.55
73.25,217.43
64.20,174.87
73.04,212.35
68.74,199.84
70.50,203.91
69.16,155.32
70.27,192.69
69.81,199.68
71.18,205.62
65.46,173.82
67.03,188.16
70.20,199.70
69.12,192.37
64.25,153.12
71.12,196.28
63.62,168.94
69.43,214.59
68.95,177.02
69.37,182.09
68.91,177.24
68.23,176.58
73.36,202.24
70.02,201.21
74.31,210.27
72.20,218.29
69.01,185.88
71.97,207.85
69.42,195.31
62.96,154.43
63.17,139.90
67.75,197.92
73.04,211.72
66.38,183.24
66.80,182.78
65.98,177.34
67.55,159.56
64.07,156.80
68.98,164.72
68.00,177.62
76.72,236.15
70.97,197.24
70.30,196.19
69.87,200.37
73.74,215.16
72.03,208.70
66.12,186.85
66.78,178.62
71.45,210.20
66.64,155.76
71.85,203.62
73.61,207.68
68.89,201.87
72.76,211.75
74.20,225.33
72.50,175.17
69.75,184.16
62.20,142.25
66.86,171.73
66.43,191.95
70.41,178.58
69.91,188.35
70.79,206.59
70.18,201.38
71.31,202.49
64.85,160.24
62.75,148.10
67.62,175.44
72.93,224.31
68.68,182.18
65.21,158.85
63.83,148.92
72.11,204.04
70.25,213.90
70.45,190.82
73.10,213.43
69.23,193.07
69.91,199.00
71.02,203.86
70.93,205.70
70.32,183.82
69.50,203.35
69.08,204.24
75.04,224.30
69.96,188.79
72.44,207.64
71.69,206.94
72.66,191.93
71.18,204.66
68.96,192.86
67.34,197.53
71.79,199.90
69.05,187.47
66.32,166.62
69.67,182.39
65.74,159.96
63.95,155.99
65.64,156.29
69.05,171.78
66.42,167.39
69.32,208.98
68.00,185.12
68.92,172.93
71.66,202.53
64.77,169.90
71.36,203.38
67.55,175.66
65.35,162.69
66.07,178.33
63.95,149.33
69.23,173.83
73.88,209.63
70.25,190.88
64.12,147.40
67.02,191.87
69.67,194.46
69.29,198.96
67.70,179.29
64.62,169.02
63.98,142.34
71.23,212.75
71.64,196.42
67.03,171.73
62.64,140.04
70.65,201.27
66.89,174.09
76.24,229.29
71.83,212.87
69.07,194.82
71.30,224.36
71.59,210.05
68.13,191.59
69.84,174.21
77.07,249.11
67.28,182.27
66.80,161.59
66.15,170.79
68.19,171.53
71.85,192.39
67.62,178.23
68.66,188.59
65.61,190.01
76.54,243.27
70.44,214.17
61.51,136.47
69.50,198.72
63.82,155.19
67.19,175.59
69.10,192.43
69.17,186.31
67.15,183.69
67.82,189.72
68.92,183.11
66.12,146.19
67.46,182.96
68.33,204.68
67.73,175.95
71.78,196.52
67.23,182.55
68.80,184.77
69.52,184.11
68.48,178.55
70.56,181.19
69.57,199.83
64.72,167.11
69.83,206.59
70.79,198.94
68.23,189.84
67.03,183.25
66.63,165.46
70.47,187.28
74.29,222.33
69.26,173.28
69.12,188.98
74.38,213.65
69.60,193.73
69.02,174.41
70.71,203.19
74.35,204.41
71.14,198.82
72.12,203.37
63.45,147.45
68.19,181.65
68.87,190.39
68.73,188.34
66.80,172.53
62.33,140.46
73.21,221.78
69.27,172.77
68.92,196.27
66.31,163.47
70.91,201.36
73.64,198.89
72.86,200.99
70.23,196.95
67.64,186.94
65.06,157.03
69.70,181.21
72.29,189.18
72.93,210.05
70.43,196.73
73.87,217.63
65.86,169.68
67.48,184.21
66.41,181.90
69.12,174.56
74.32,229.57
69.51,192.84
70.65,199.89
68.12,171.45
70.88,190.68
71.47,197.42
67.82,183.68
70.56,193.32
69.05,181.41
65.55,164.52
69.75,193.46
66.65,172.32
68.17,194.99
73.34,203.06
61.47,128.72
69.01,177.06
69.87,179.66
72.32,203.99
68.66,178.09
72.78,200.83
68.63,185.54
68.92,194.28
70.94,199.65
73.27,221.43
66.39,188.19
67.39,173.13
73.97,201.21
69.96,191.50
65.43,165.85
69.12,203.60
74.31,212.16
67.43,158.44
70.05,204.78
65.85,158.19
69.55,181.67
64.87,172.82
66.06,167.98
66.53,159.66
66.34,171.69
71.60,209.02
66.13,162.68
72.08,213.19
67.38,184.72
69.20,176.22
66.75,166.37
73.28,201.41
68.59,191.03
71.78,195.02
71.32,211.98
67.08,167.89
71.43,215.15
65.77,170.57
67.41,195.47
65.83,163.11
73.30,223.87
65.19,165.03
65.35,156.27
72.36,199.97
66.99,176.20
66.63,179.05
69.08,176.87
72.11,206.60
74.79,215.24
71.79,199.32
66.11,172.40
69.04,192.09
64.81,147.36
71.11,184.14
67.33,173.06
69.08,173.36
71.09,181.03
63.93,162.25
69.92,183.78
69.74,206.64
65.13,167.30
71.61,210.33
72.91,212.80
66.69,169.21
69.62,171.40
64.08,164.46
72.44,211.94
71.24,208.49
69.06,176.14
75.55,218.89
66.90,177.57
73.30,194.95
65.86,175.56
68.78,174.58
69.34,186.21
67.96,173.91
69.21,188.38
68.51,199.90
71.05,189.59
71.05,206.69
69.50,188.67
74.98,248.85
68.50,183.73
70.63,196.42
67.39,168.52
65.04,178.30
70.81,196.35
70.75,196.30
72.50,198.94
70.42,205.47
75.58,239.33
65.12,170.06
69.37,191.41
68.07,187.34
71.93,215.28
72.12,204.46
73.91,227.26
65.68,181.38
73.38,200.01
73.75,197.61
64.60,173.99
66.31,181.99
65.97,177.66
68.60,179.19
67.14,182.96
68.63,184.29
71.48,229.64
71.55,199.80
68.62,183.14
72.63,204.76
69.74,186.71
66.64,168.04
68.02,180.16
70.60,188.42
67.37,167.29
71.79,193.44
66.41,182.71
68.17,190.24
67.95,181.60
65.33,183.77
69.86,186.43
65.81,170.70
70.90,215.06
71.50,195.48
74.16,223.61
71.98,215.45
65.98,168.45
69.00,196.36
68.47,183.67
65.04,164.33
73.68,223.61
69.55,176.28
68.92,180.80
67.73,168.55
66.95,174.85
69.54,188.09
70.45,199.38
65.70,173.21
64.81,163.43
75.08,229.23
67.54,166.33
69.99,206.66
73.43,216.02
70.20,192.53
72.15,181.24
71.82,207.71
68.27,190.47
68.99,188.78
68.93,199.63
69.75,195.53
66.23,166.05
64.50,164.72
71.11,203.98
70.33,187.25
68.04,169.43
67.11,175.78
71.84,207.96
71.74,197.94
67.45,192.59
65.72,163.01
69.38,204.97
66.64,167.81
67.78,173.39
73.37,206.03
69.16,185.41
73.74,199.51
69.70,197.35
65.84,164.28
75.46,206.50
65.68,180.49
70.43,199.07
72.20,195.58
71.04,192.76
72.46,225.63
60.24,153.83
71.48,193.01
68.63,163.39
70.64,187.51
70.11,219.86
67.13,175.15
66.80,175.04
66.05,162.52
65.44,169.38
68.65,194.94
69.53,175.82
73.93,218.55
68.04,185.18
69.83,200.23
68.57,192.33
68.99,186.34
68.52,186.36
70.11,184.14
65.83,156.80
66.28,163.84
67.72,177.66
68.67,182.16
72.87,215.45
69.00,171.41
74.35,210.37
70.88,186.27
70.19,194.40
69.35,174.36
70.68,195.99
63.77,165.70
71.25,193.83
69.39,194.62
71.46,203.63
71.79,192.55
65.01,152.80
65.98,178.30
68.28,178.06
67.68,179.13
64.60,165.46
71.95,205.01
71.65,203.56
68.44,170.05
63.85,163.02
67.95,176.94
68.79,176.94
71.60,207.80
69.50,197.46
66.17,150.02
67.24,180.41
71.99,203.62
66.86,177.40
67.58,175.89
68.99,194.35
74.63,226.89
70.81,206.29
70.85,195.25
68.55,197.01
65.04,154.10
69.99,185.85
71.99,206.34
70.40,179.42
68.41,194.39
67.09,177.54
70.85,195.97
67.91,179.31
66.35,172.30
62.48,140.16
67.06,187.73
66.76,165.99
70.19,188.00
69.21,183.10
71.18,204.48
71.64,211.61
70.87,179.37
72.19,214.69
64.40,146.68
67.69,178.16
70.48,197.89
71.54,204.72
70.11,199.45
64.06,161.02
69.46,179.70
68.79,197.11
66.36,166.12
67.25,182.84
71.97,206.82
72.72,207.25
65.19,172.45
71.57,211.15
65.84,162.48
67.94,169.93
72.56,198.81
69.10,180.78
65.93,157.71
63.81,167.36
67.32,177.16
71.88,196.64
68.70,184.28
67.93,182.69
69.27,175.05
64.87,163.20
67.18,177.82
73.16,230.99
65.76,166.97
63.37,141.90
76.87,240.54
68.27,172.94
65.48,150.29
71.41,208.06
67.68,186.50
68.67,170.43
67.24,174.30
64.82,159.94
68.02,180.13
72.75,204.61
67.54,181.87
71.76,211.48
66.29,180.91
75.18,222.48
63.49,156.73
67.23,163.48
67.80,169.04
66.38,172.78
67.20,194.24
71.48,202.67
68.18,165.11
73.29,225.26
77.10,240.46
62.61,152.73
69.58,203.29
75.42,220.76
63.09,140.52
76.69,233.16
66.93,169.54
64.12,146.24
69.58,191.38
71.19,183.85
67.52,200.90
73.19,206.75
71.63,179.75
67.77,190.32
72.28,227.27
65.42,160.74
69.54,207.87
68.79,167.67
75.18,218.51
72.31,209.46
69.33,212.29
64.93,149.84
69.49,199.53
66.79,186.93
70.96,181.05
72.99,190.90
71.73,198.64
60.97,150.87
67.52,177.02
68.31,186.63
69.34,193.04
67.93,168.69
69.45,205.55
68.02,172.55
76.85,254.21
70.50,180.14
69.98,176.46
65.90,151.18
69.62,189.58
68.45,166.83
68.24,163.63
70.69,194.23
67.75,171.88
72.00,189.39
72.71,207.46
66.15,183.94
68.38,189.47
71.59,184.46
70.36,185.02
65.89,159.01
62.53,144.75
68.56,189.04
69.20,194.26
63.85,161.70
73.14,205.72
71.93,198.67
69.60,185.64
68.57,180.89
74.04,217.12
67.56,171.27
73.03,225.56
63.76,158.75
71.79,207.49
67.73,201.12
71.53,220.94
66.69,184.51
75.04,222.03
70.79,186.58
67.50,180.74
72.07,195.05
69.11,190.21
69.15,190.35
69.34,180.24
66.88,172.29
71.16,199.04
70.24,196.46
69.85,178.67
64.74,161.65
72.92,204.22
71.18,200.84
63.12,153.94
66.43,174.00
69.61,184.64
70.25,190.65
69.70,182.70
67.86,170.80
67.36,174.59
70.98,182.14
72.87,221.76
62.35,150.72
63.22,142.16
70.17,201.71
68.96,204.43
70.16,189.51
66.67,174.16
69.94,196.18
64.10,164.48
66.30,159.24
70.56,204.28
73.30,206.10
67.02,156.54
71.42,199.67
69.26,162.29
76.60,239.70
68.71,195.39
61.09,147.27
71.85,202.67
65.25,170.52
67.23,158.13
74.85,229.40
64.87,154.94
67.84,179.65
68.68,188.27
68.85,193.76
70.04,190.72
67.54,196.49
68.43,172.92
67.68,171.62
69.17,191.82
71.81,203.27
73.87,223.46
69.76,186.24
66.61,191.84
66.17,154.59
67.14,182.61
76.48,230.79
69.55,184.49
70.00,200.50
73.85,222.62
68.99,173.10
70.64,198.49
65.15,153.30
65.23,168.74
70.10,186.68
67.79,179.91
68.78,199.60
68.03,167.54
68.79,187.06
68.30,184.84
66.94,169.45
65.34,166.96
66.21,176.75
68.95,196.04
69.72,188.25
62.03,149.23
67.26,167.07
65.29,161.15
69.43,188.78
66.07,162.20
69.05,198.37
68.12,186.91
72.72,210.37
71.30,189.79
70.78,209.51
69.78,180.14
70.52,193.09
67.64,161.54
69.13,184.14
69.35,180.29
68.10,189.27
73.77,216.97
72.10,207.54
72.39,212.21
69.54,189.53
71.36,189.16
67.43,187.95
63.70,169.76
71.67,208.34
74.46,217.63
68.51,167.86
68.12,171.71
63.03,131.80
68.74,190.15
72.04,209.93
69.41,180.72
70.95,194.26
71.01,192.87
73.11,206.82
69.19,182.43
69.89,196.08
71.07,198.02
65.57,162.37
67.23,161.70
72.25,217.38
69.44,174.89
74.10,217.19
69.59,181.62
68.64,181.37
73.90,208.04
72.03,198.95
68.49,184.66
66.76,141.67
69.29,179.56
72.12,199.12
71.32,199.16
67.25,174.18
65.64,154.50
65.85,165.54
65.59,162.29
68.84,183.70
64.45,147.04
67.38,179.32
71.37,199.88
69.30,202.84
70.20,176.66
66.71,174.99
72.43,210.72
69.94,187.73
68.50,192.58
63.65,159.60
72.26,216.87
65.90,186.02
74.09,215.99
69.66,182.94
71.86,194.76
69.01,182.69
68.56,175.04
70.23,207.41
65.80,175.91
66.30,176.25
67.80,184.72
68.21,196.06
72.79,209.81
68.72,190.12
67.04,182.72
70.77,197.33
67.52,172.87
72.96,207.50
66.55,171.47
64.40,145.40
70.00,198.82
69.22,197.36
71.45,195.54
71.94,217.56
69.00,192.51
65.03,164.00
70.03,196.02
68.31,181.17
73.11,211.42
70.72,197.36
68.85,189.79
65.94,180.50
71.53,206.54
72.65,223.94
67.53,175.47
70.22,204.00
73.22,216.15
69.68,201.63
69.74,197.66
69.51,198.96
69.81,196.61
62.54,159.65
71.57,200.55
70.46,199.18
68.19,184.10
70.16,185.26
69.67,203.04
68.38,178.31
61.98,137.67
67.11,186.88
65.10,159.10
68.59,196.18
66.37,166.92
68.11,187.42
67.19,168.70
64.71,184.43
68.73,186.99
68.11,178.46
75.69,223.59
65.66,170.93
70.72,198.12
67.55,178.25
77.55,242.04
68.02,186.09
70.76,196.77
67.88,152.90
68.07,169.32
68.46,182.13
68.14,187.08
70.83,204.70
73.17,232.76
64.75,176.95
64.78,158.17
69.35,185.67
68.44,183.82
69.28,206.33
72.33,210.96
66.75,156.10
67.52,179.05
69.09,196.74
67.46,192.84
70.37,179.37
70.33,209.59
68.61,201.78
71.01,192.79
70.94,190.75
67.76,178.82
71.80,220.40
72.94,199.10
71.37,205.22
72.85,199.81
65.76,167.67
68.76,185.93
68.67,206.52
67.54,177.06
71.97,211.99
65.87,176.18
66.91,195.41
70.53,176.99
67.39,171.06
70.51,205.73
72.43,208.14
70.54,197.04
70.20,194.70
71.19,206.20
63.58,156.82
67.84,169.46
67.01,168.93
65.50,175.43
65.53,177.62
68.80,186.86
70.89,182.28
66.33,156.61
64.24,169.85
65.98,173.89
66.04,172.14
70.85,221.05
68.98,190.15
68.93,191.07
63.87,161.74
68.48,176.76
72.14,214.54
72.95,214.51
67.89,168.82
67.72,175.63
68.49,203.01
69.89,203.39
67.66,192.12
71.44,182.17
73.28,225.21
59.87,117.80
70.84,215.95
65.00,149.29
69.03,188.26
69.96,199.82
67.17,162.80
72.76,226.74
68.53,186.70
66.17,150.00
69.16,189.15
69.35,184.32
69.81,208.44
67.43,172.11
73.63,212.49
68.53,194.11
66.68,169.25
69.38,200.57
69.06,172.04
71.25,209.48
70.60,216.51
65.88,157.45
66.53,168.25
69.09,194.64
72.84,221.08
69.15,201.99
67.92,173.35
67.90,184.06
64.49,160.68
67.00,183.83
68.49,184.01
67.18,179.44
71.92,182.67
69.82,189.81
69.77,199.67
66.56,153.37
68.38,190.50
71.70,212.51
67.90,186.38
66.79,165.26
67.91,173.90
70.64,180.67
61.83,143.42
68.74,181.95
67.60,179.39
69.93,199.72
67.41,178.83
67.46,180.88
68.83,195.16
68.39,180.74
71.33,210.66
70.23,184.03
67.30,175.34
70.60,197.31
69.84,188.51
65.11,183.86
73.71,231.70
69.31,195.18
67.91,174.09
72.36,213.30
68.93,187.80
70.88,209.24
64.64,162.41
69.06,176.36
67.69,178.56
76.73,241.69
67.88,181.05
63.15,154.80
68.31,175.23
71.53,192.07
68.51,175.43
66.62,165.35
68.07,187.04
70.29,203.53
67.92,177.02
71.45,199.23
68.09,173.83
69.15,184.49
69.83,196.35
71.78,189.64
67.91,199.48
66.34,166.11
69.20,186.39
67.78,179.78
71.28,211.63
75.33,240.44
68.17,174.87
66.75,176.10
68.54,190.13
66.72,169.68
72.45,213.24
65.24,152.22
67.13,155.52
65.12,153.13
63.75,154.67
65.45,174.91
66.99,160.18
67.31,195.01
65.00,157.56
67.70,185.01
67.27,178.63
68.21,174.90
67.22,176.54
70.03,208.27
68.28,185.54
68.39,181.70
71.93,215.05
69.13,167.83
69.86,202.81
68.54,180.35
68.86,176.64
73.60,229.55
68.33,195.88
68.26,183.08
71.43,196.38
71.28,192.68
67.17,168.18
68.42,178.17
69.47,202.65
69.37,175.94
65.08,163.67
70.32,190.05
70.12,192.55
68.66,182.36
68.43,166.11
71.19,202.78
67.99,179.39
65.34,174.26
68.92,189.92
69.60,186.90
71.65,211.24
66.33,175.68
67.64,196.62
66.89,181.57
67.49,171.61
68.49,172.55
74.68,218.85
64.32,157.78
68.60,191.96
72.50,212.97
72.55,222.36
64.42,158.09
71.69,202.82
69.69,177.99
68.21,184.03
70.05,179.72
70.65,184.38
67.27,190.30
64.79,153.63
70.52,202.47
68.90,191.84
71.23,182.81
70.69,186.79
67.95,171.22
73.92,211.16
66.18,180.11
65.32,189.42
70.14,175.18
58.41,121.34
72.45,201.92
67.50,165.25
67.00,165.60
68.10,186.91
68.25,178.93
68.61,169.55
72.12,205.49
67.24,175.91
72.69,203.45
63.18,139.13
66.57,189.84
72.90,222.51
74.53,225.54
69.43,169.57
72.78,201.67
70.29,191.99
72.21,188.94
70.39,181.00
71.57,215.30
67.56,168.54
67.51,186.29
72.88,190.34
67.65,165.10
61.77,146.40
69.16,179.82
65.66,151.63
65.85,160.11
69.77,186.33
67.01,166.63
67.67,193.30
74.98,214.50
73.50,188.88
65.67,170.06
67.17,182.68
70.38,193.95
70.80,198.39
71.22,204.36
66.75,163.69
69.36,185.28
63.01,135.63
67.08,182.56
71.17,213.46
66.66,172.01
68.50,195.05
70.10,181.96
69.60,208.95
70.70,192.03
71.21,204.24
74.65,213.32
72.20,199.49
66.38,175.69
65.83,192.88
67.68,192.15
71.22,210.46
73.10,214.37
68.17,179.07
67.88,182.23
66.79,186.30
65.94,181.07
65.39,165.55
70.29,183.82
66.77,168.07
67.41,183.84
69.02,198.62
66.73,174.16
65.09,160.47
72.73,225.98
70.53,203.76
68.47,183.38
67.93,178.97
71.54,212.44
70.04,193.78
67.54,187.35
70.93,188.70
72.50,225.38
69.97,203.28
66.43,176.22
70.42,190.32
71.39,198.82
62.43,152.84
72.18,188.63
67.83,172.78
70.44,196.18
68.42,188.12
71.48,209.91
72.15,196.54
68.91,185.06
66.02,167.38
74.21,204.76
64.59,157.56
71.87,219.20
63.96,138.58
65.52,166.42
71.97,205.86
67.37,167.94
66.42,169.41
71.59,193.98
72.76,219.52
68.81,186.91
68.38,179.63
70.47,193.65
70.04,199.04
70.18,198.37
72.83,206.67
66.42,177.68
73.80,218.98
64.28,159.74
66.72,182.20
70.41,192.68
65.40,146.15
68.22,183.14
68.51,169.14
66.67,180.47
73.68,213.55
70.37,192.08
67.85,181.72
70.56,205.99
66.81,186.32
74.22,222.83
67.67,173.81
67.28,172.68
72.61,205.37
65.37,172.94
72.17,204.99
68.08,194.14
66.14,170.90
67.89,170.93
68.13,194.93
63.79,147.14
67.07,164.81
69.39,194.23
69.58,182.89
72.56,210.86
68.01,171.22
68.55,172.22
67.64,194.83
66.07,167.49
68.39,179.65
69.61,188.87
69.79,192.44
70.75,212.65
70.51,174.88
72.98,224.37
67.01,176.47
70.36,183.38
65.67,181.60
64.53,153.58
63.86,155.08
70.81,203.98
67.81,179.93
67.62,185.58
67.90,173.40
72.68,216.69
65.26,145.34
67.51,177.42
68.74,169.64
70.37,202.57
72.04,199.17
67.00,166.57
71.53,199.97
69.68,187.58
66.19,170.41
66.82,173.61
65.85,169.61
74.01,219.90
66.38,172.74
69.83,195.98
70.14,194.83
71.71,205.65
67.53,167.61
66.01,167.01
67.45,165.27
68.93,182.36
66.53,189.36
71.17,195.33
68.91,180.82
65.42,160.77
70.44,200.20
71.27,189.31
68.36,174.20
73.34,217.06
72.30,213.23
74.04,219.34
68.30,193.70
65.14,171.62
60.61,156.46
68.97,192.13
69.48,188.86
65.00,161.03
70.21,197.50
64.99,138.92
71.64,190.06
72.62,224.86
71.05,191.27
72.73,218.77
69.12,176.67
68.97,182.31
71.53,203.82
65.33,171.76
73.09,193.94
68.86,177.13
68.97,159.29
67.01,199.20
71.56,185.91
70.35,198.90
58.91,102.09
65.23,141.31
63.37,131.04
64.48,128.17
61.79,129.78
65.97,156.80
62.85,114.97
65.65,165.08
61.89,111.68
63.68,104.15
68.10,166.58
61.80,106.23
63.37,128.12
58.90,101.68
58.44,98.19
60.81,126.92
70.13,151.25
62.26,115.80
61.74,107.87
63.06,145.59
62.29,139.52
61.83,122.77
66.35,157.38
65.32,145.04
66.10,148.65
64.53,132.68
56.55,84.87
62.74,138.53
61.59,137.43
62.02,124.60
65.31,140.27
61.20,108.29
67.03,150.22
60.21,119.04
63.94,139.50
63.36,125.61
63.69,132.28
60.29,130.44
63.41,128.85
60.63,109.72
67.37,146.02
66.87,158.86
60.05,114.60
64.15,133.14
63.46,128.95
67.24,154.06
66.21,139.00
64.69,138.68
66.20,180.70
65.85,149.12
65.05,145.07
64.48,144.64
62.54,139.48
61.60,129.98
60.95,117.42
63.55,137.49
62.25,138.38
66.19,141.27
62.55,123.71
66.63,145.59
59.61,109.81
64.49,159.46
64.94,152.42
61.38,141.43
66.07,147.75
63.91,131.51
69.62,157.02
67.18,156.95
63.40,143.84
61.21,98.71
59.67,126.36
64.09,134.21
60.58,118.24
62.11,145.34
56.16,90.82
67.45,170.83
65.07,156.16
65.53,138.99
63.15,124.19
58.87,102.93
66.02,141.66
61.53,133.53
63.58,133.19
59.79,116.90
67.15,139.55
62.32,127.13
65.15,134.66
70.63,170.15
67.39,164.89
68.13,177.24
63.49,124.05
61.16,107.24
70.71,161.36
65.21,137.70
61.36,123.42
62.07,142.66
65.40,144.03
61.82,112.00
62.95,123.68
64.36,133.18
64.04,147.24
69.79,167.44
62.82,126.82
71.99,177.37
61.99,134.42
65.80,139.48
60.03,104.50
64.50,146.13
62.05,119.87
64.57,137.53
60.50,116.38
61.21,128.27
65.78,146.86
60.67,115.81
64.79,124.17
63.00,131.00
63.81,142.42
62.28,133.26
61.71,108.03
64.82,142.70
65.54,146.14
61.34,127.34
57.10,93.51
56.45,96.64
60.82,132.17
61.46,137.30
61.92,126.43
66.66,153.95
65.08,141.13
63.49,160.55
64.59,140.18
61.02,134.19
62.25,117.23
65.06,140.99
63.22,142.97
63.23,131.24
63.28,134.83
66.05,138.91
63.04,127.07
62.63,121.72
61.67,111.62
63.44,126.51
62.07,121.96
68.01,161.16
66.53,163.56
62.55,118.90
65.18,133.51
65.23,123.17
63.95,121.89
63.83,149.37
64.09,130.97
59.65,116.55
64.30,140.11
66.16,143.71
59.09,129.27
63.96,140.76
62.41,120.30
65.46,141.89
64.98,157.83
61.82,121.62
63.83,153.85
64.27,134.14
57.96,112.23
58.60,104.80
62.43,127.77
61.22,119.28
61.71,110.92
67.41,159.73
63.04,122.09
63.92,135.70
66.26,138.84
60.97,113.80
62.38,125.35
65.75,160.29
66.25,150.10
65.95,163.60
62.03,103.28
61.52,127.39
65.14,141.58
65.27,136.51
57.44,104.49
64.57,129.78
57.31,95.14
61.84,110.41
63.62,122.59
64.49,150.40
66.11,158.95
61.67,112.94
63.31,144.02
60.85,135.96
60.45,117.65
58.86,90.73
66.56,156.83
66.35,158.29
62.70,134.40
63.11,124.82
61.74,111.96
61.63,111.17
61.53,124.88
64.23,130.22
61.76,131.02
64.83,148.98
66.76,150.88
67.19,176.43
62.96,150.58
64.28,123.30
60.78,110.88
60.63,131.00
59.03,111.83
63.31,134.32
61.62,113.17
61.20,115.91
63.22,140.41
61.98,119.91
56.79,83.99
62.81,116.73
58.75,97.72
61.24,111.50
63.32,119.32
66.91,151.61
68.28,177.09
58.65,100.23
64.06,142.87
64.49,141.74
64.32,136.11
66.54,162.02
62.67,147.52
64.32,135.15
58.06,113.06
58.93,105.33
66.26,148.83
65.67,131.34
61.35,120.50
64.59,147.18
65.47,150.47
63.01,129.19
64.85,140.23
63.18,144.68
62.03,131.36
64.77,139.03
61.46,119.55
65.27,145.25
64.39,133.32
62.60,119.15
63.85,149.76
65.30,150.25
